codesample_id,standard_id,date,conductivity,total_dissolved_solids_tds,total_suspended_solids_tss,turbidity,hardness,temperature_,colour,salinity,alkalinity_as_caco3,dissolved_oxygen_do,alkalinity_total,alkalinitycarbonate,alkalinitybicarbonate,ph,chloride_cl,free_chlorine,fluoride_f,sulphate_so4,sulphite_h2s,free_cyanide_fcn,total_cyanide_cn_tot,wad_cyanide_cn_wad,ammonium_nh4,ammonia_nnh3,nitrate_no3,nitrite_no2,phosphate_po4,total_nitrogen,aluminium_al,antimony_sb,arsenic_as,barium_ba,boron_b,calcium_ca,cadmium_cd,chromium_cr,chromium_hexavalent_cr6+,cobalt_co,copper_cu,iron_fe,lead_pb,magnesium_mg,manganese_mn,mercury_hg,nickel_ni,selenium_se,silver_ag,sodium_na,zinc_zn,aluminium_tal,arsenic_tas,cadmium_tcd,chromium_hexavalent_tcr6+,chromium_tcr,cobalt_tco,copper_tcu,iron_tfe,lead_tpb,selenium_tse,mercury_thg,nickel_tni,zinc_tzn,bod,cod,oil_and_grease,phenols,surfactant_mbas,benzene_hexa_chloride_bhc,endrin,dichloro_diphenyl_trichloroethane_ddt,fecal_coliform,e_coli,total_coliform_bacteria_,-
8,3,2006-06-01,166,79.2,54,43,-,26.7,-,0,53,-,-,-,-,7.07,-,-,-,8,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.002,0.684,0.001,-,0.026,0.00006,-,-,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,9500,-
8,3,2006-07-01,189,86,3,5.9,-,25.1,-,0,64,-,-,-,-,7.4,-,-,-,8,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.003,0.296,0.001,-,0.023,0.00005,-,-,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2420,-,2420,-
8,3,2006-08-01,4000,2080,3,4.3,-,26.8,-,2.1,79,-,-,-,-,7.66,-,-,-,147,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.002,0.211,0.003,-,0.05,0.00005,-,-,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3600,-,3900,-
8,3,2006-09-01,17600,9550,3,5,-,29,-,9.9,99,-,-,-,-,7.59,-,-,-,779,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.001,0.278,0.001,-,0.141,0.00005,-,-,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1900,-,3900,-
8,3,2006-10-01,203,3110,9,6.6,-,29.2,-,3.2,97,-,-,-,-,7.33,-,-,-,251,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0017,-,-,-,-,-,-,-,0.001,0.309,0.001,-,0.075,0.00005,-,-,0.0002,-,0.273,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1100,-,3800,-
8,3,2006-11-01,4620,8560,13,6.5,-,28.6,-,4.7,79,-,-,-,-,7.53,-,-,-,387,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.007,0.032,0.001,-,0.032,0.00005,-,-,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,500,-,2700,-
8,3,2006-12-01,4000,2100,8,6.5,-,30.1,-,2.1,80,-,-,-,-,7.56,-,-,-,163,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0009,-,-,-,-,-,-,-,0.001,0.264,0.001,-,0.063,0.00005,-,-,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1100,-,4300,-
8,3,2007-01-01,106.7,51,45,31.7,-,26.3,-,0,36,-,-,-,-,6.21,-,-,-,6,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.001,0.775,0.001,-,0.032,0.000,-,-,0.0002,-,0.012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2000,-,5600,-
8,3,2007-02-01,564,273,29,10.2,-,29.4,-,0.2,59,-,-,-,-,6.73,-,-,-,18,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.002,0.346,0.001,-,0.045,0.000,-,-,0.0002,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,1600,-
8,3,2007-03-01,175.6,76,2,12.4,-,29.2,-,0,63,-,-,-,-,6.95,-,-,-,15,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.001,0.283,0.001,-,0.029,0.00005,-,-,0.001,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,24,-
8,3,2007-04-01,118.6,58.5,14,17.3,-,26.7,-,0,53,-,-,-,-,6.86,-,-,-,5,-,-,0.005,0.005,-,-,-,-,-,-,-,0.0005,0.0005,-,-,-,-,-,-,-,0.002,0.165,0.001,-,0.016,0.00011,-,-,0.0002,-,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170,-,170,-
8,3,2007-05-01,120.8,59.6,25,23.8,-,27.6,-,0.1,57,7.5,-,-,-,7.4,-,-,-,7,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.001,0.33,0.001,-,0.03,0.000,-,-,0.0002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9200,-,5400,-
8,3,2007-06-01,163.7,81.6,14,9.4,-,27.8,-,0.8,65,-,-,-,-,7.5,-,-,-,58,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.003,0.129,0.001,-,0.088,0.000,-,-,0.0002,-,0.032,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16000,-,16000,-
8,3,2007-07-01,379,182.9,1,3.1,-,27.8,-,0.1,62,-,-,-,-,5.9,-,-,-,14,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.004,0.329,0.001,-,0.04,0.00015,-,-,0.0001,-,0.022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8900,-,16000,-
8,3,2007-08-01,115.6,59.3,26,31,-,27.5,-,0.1,49,-,-,-,-,6.8,-,-,-,17,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.005,0.535,0.001,-,0.052,0.000,-,-,0.0001,-,0.015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4900,-,2600,-
8,3,2007-09-01,8980,4840,4,2.8,-,29,-,5,79,-,-,-,-,7.1,-,-,-,368,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.004,0.237,0.001,-,0.107,0.000,-,-,0.0001,-,0.014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2300,-,900,-
8,3,2007-10-01,4220,2190,6,6.9,-,30.5,-,2.2,65,-,-,-,-,7.1,-,-,-,153,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.015,0.223,0.001,-,0.157,0.000,-,-,0.0001,-,0.019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6000,-,26800,-
8,3,2007-11-01,297,142.9,8,13,-,28.1,-,0.1,56,-,-,-,-,6.9,-,-,-,13,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.002,0.200,0.002,-,0.033,0.000,-,-,0.0001,-,0.006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5100,-,8900,-
8,3,2007-12-01,165.9,79.2,8,14.9,-,28,-,0,52,-,-,-,-,6.4,-,-,-,8,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.003,0.340,0.001,-,0.023,0.000,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6200,-,13300,-
8,3,2008-01-01,159.7,76,5,9.8,-,28.6,-,0,62,-,-,-,-,6.1,-,-,-,6,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.002,-,-,-,-,-,-,-,0.001,1.12,0.001,-,0.004,0.000,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4000,-,63600,-
8,3,2008-02-01,101,47,19,39.2,-,25.9,-,0,48,-,-,-,-,6.2,-,-,-,6,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.005,0.784,0.007,-,0.027,0.000,-,-,0.0001,-,0.020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1100,-,4500,-
8,3,2008-03-01,149.4,68.8,3,6.7,-,26.7,-,0,64,-,-,-,-,6.7,-,-,-,7,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.001,0.186,0.001,-,0.031,0.000,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10400,-,12500,-
8,3,2008-04-01,147.8,66.8,3,7.5,-,27.7,-,0,59,-,-,-,-,6.5,-,-,-,6,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.001,0.149,0.001,-,0.014,0.000,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4000,-,21200,-
8,3,2008-05-01,102,46.5,23,35.4,-,28,-,0,43,-,-,-,-,6.6,-,-,-,13,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.004,0.152,0.002,-,0.034,0.000,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3300,-,22300,-
8,3,2008-06-01,162.4,77.8,8,18.1,-,26,-,0,54,-,-,-,-,7.3,-,-,-,6,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.001,0.212,0.001,-,0.052,0.000,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4800,-,44400,-
8,3,2008-07-01,190.8,87,5,10.2,-,27.4,-,0,63,-,-,-,-,6.9,-,-,-,7,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.001,0.127,0.001,-,0.026,0.000,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4700,-,20200,-
8,3,2008-08-01,156.4,71.4,5,12.6,-,27.2,-,0,53,-,-,-,-,6.9,-,-,-,7,-,-,0.005,0.005,-,-,-,-,-,-,-,0.001,0.001,-,-,-,-,-,-,-,0.006,0.11,0.001,-,0.01,0.000,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2500,-,24000,-
8,3,2008-09-01,708,339,1,2.6,-,26.8,-,0.3,59,6.2,-,-,-,7.2,110,-,0.09,20,0.02,-,0.005,0.005,0.06,-,0.033,0.001,0.023,-,0.10,0.00,0.00,-,-,-,0.00,0.00,-,0.00,0.002,0.173,0.00,-,0.11,0.00005,0.00,0.00,0.00,-,0.006,-,-,-,-,-,-,-,-,-,-,-,-,-,5.00,10.00,5.00,0.00,0.03,-,-,-,35600,-,63200,-
8,3,2008-10-01,344,160.2,2,4.2,-,26.7,-,0.1,76,-,-,-,-,7,-,-,-,11,-,-,0.005,0.005,-,-,-,-,-,-,-,0.00,0.00,-,-,-,-,-,-,-,0.057,0.176,0.00,-,0.051,0.00005,-,-,0.00,-,0.044,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,3500,-
8,3,2008-11-01,376,165.3,1,3.8,-,29.6,-,0.1,76,-,-,-,-,7.1,-,-,-,13,-,-,0.005,0.005,-,-,-,-,-,-,-,0.00,0.00,-,-,-,-,-,-,-,0.022,0.213,0.00,-,0.026,0.00005,-,-,0.00,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11400,-,16600,-
8,3,2008-12-01,134.2,62.2,5,12.2,-,26.3,-,0,59,6,-,-,-,6.5,5.3,-,0.07,6,0.02,-,0.005,0.005,0.02,-,0.077,0.003,0.014,-,0.1,0.00,0.00,-,-,-,0.00,0.00,-,0.00,0.013,0.158,0.00,-,0.015,0.00005,0.002,0.00,0.00,-,0.006,-,-,-,-,-,-,-,-,-,-,-,-,-,5.00,10.00,5.00,0.00,0.01,-,-,-,14400,-,41800,-
8,3,2009-01-01,158.3,72,1,3.8,-,27.3,-,0,67,-,-,-,-,7.4,-,-,-,7,-,-,0.005,0.005,-,-,-,-,-,-,-,0.00,0.00,-,-,-,-,-,-,-,0.01,0.243,0.00,-,0.024,0.00005,-,-,0.00,-,0.006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12200,-,45200,-
8,3,2009-02-01,161.6,75,3,8.8,-,26.5,-,0,42,-,-,-,-,7.2,-,-,-,6,-,-,0.005,0.005,-,-,-,-,-,-,-,0.00,0.00,-,-,-,-,-,-,-,0.061,0.178,0.00,-,0.023,0.00005,-,-,0.00,-,0.008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7700,-,56100,-
8,3,2009-03-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,3,2009-04-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,3,2009-05-01,243,114,1,1.5,-,30,-,0,76,-,-,-,-,7.5,31.8,-,0.06,10,0.002,-,0.005,0.005,0.03,-,0.005,0.001,0.046,-,0.1,-,0.001,-,-,-,0.020,0.01,-,0.020,0.001,0.215,0.001,-,0.044,0.00005,0.03,0.0005,0.00,-,0.016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,0.009,0.07,-,-,-,0,-,300,-
8,3,2009-06-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,3,2009-07-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8,3,2009-08-01,262,139,2,3,-,30.2,-,0,-,-,-,-,-,7.83,29.3,-,0.09,8,0.02,0.005,0.005,0.005,0.02,-,0.022,0.001,0.053,-,0.033,-,0.0007,-,-,-,0.000,0.010,-,0.001,0.005,0.20,0.001,-,0.034,0.00002,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,5,10,5,0.038,0.01,-,-,-,-,2420,2420,-
8,3,2009-09-01,621,329,3,5.8,-,31.8,-,0.3,-,-,-,-,-,7.76,114,-,0.1,17,0.02,0.005,0.005,-,0.02,-,0.005,0.002,0.084,-,0.174,-,0.0011,-,-,-,0.0001,0.01,-,0.001,0.005,0.27,0.001,-,0.096,0.00002,-,0.0005,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,5,45,5,0.001,0.01,-,-,-,-,2420,2420,-
8,3,2009-10-01,1980,1110,9,5.7,-,31.6,-,0.9,-,-,-,-,-,7.82,466,-,0.11,63,0.02,0.005,0.005,-,0.02,-,0.05,0.002,0.114,-,-,-,0.0008,-,-,-,-,-,-,-,0.005,0.41,0.001,-,0.363,0.000,-,-,0.000,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,5,11,5,0.005,0.01,-,-,-,-,2420,2420.000,-
8,3,2009-11-01,964,492,2,3.2,-,30.9,-,0.4,-,-,-,-,-,7.7,233,-,0.1,36,0.02,0.005,0.005,-,0.04,-,0.143,0.002,0.098,-,-,-,0.0009,-,-,-,-,-,-,-,0.008,0.18,0,-,0.141,0.00003,-,-,0,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,5,12,5,0.037,0.02,-,-,-,-,4840,4840.000,-
8,3,2009-12-01,137,70,2,8.2,-,29.4,-,0,-,-,-,-,-,7.93,8.8,-,0.08,8,0.02,0.005,0.005,-,0.02,-,0.071,0.001,0.061,-,-,-,0.001,-,-,-,-,-,-,-,0.005,0.17,0,-,0.005,0.000,-,-,0.001,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,5,10,5,0.013,0.02,-,-,-,-,4840,4840.000,-
8,3,2010-01-01,208,145,2,2,-,29.2,-,0,-,-,-,-,-,7.87,23,-,0.08,9,0.02,0.005,0.005,-,0.56,-,0.083,0.002,0.06,-,-,-,0.0005,-,-,-,-,-,-,-,0.005,0.13,0.001,-,0.029,0.00005,-,-,0.0001,-,0.006,-,-,-,-,-,-,-,-,-,-,-,-,-,5,10,5,0.001,0.01,-,-,-,-,4840,4840.000,-
8,3,2010-02-01,109,77,9,21.1,-,28,-,0,-,-,-,-,-,7.69,3.3,-,0.08,5,0.02,0.005,0.005,-,0.08,-,0.198,0.004,0.038,-,-,-,0.0005,-,-,-,-,-,-,-,0.005,0.11,0.001,-,0.023,0.00007,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,5,10,5,0.001,0.01,-,-,-,-,1300,4840,-
8,3,2010-03-01,188,132,2,3.4,-,29.5,-,0,-,-,-,-,-,7.63,14,-,0.08,9,0.02,0.005,0.005,-,0.02,-,0.048,0.001,0.075,-,-,-,0.0005,-,-,-,-,-,-,-,0.005,0.14,0.001,-,0.016,0.00003,-,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,5,10,5,0.001,0.01,-,-,-,-,4840,4840,-
8,3,2010-04-01,109,76,44,59.2,-,28.5,-,0,-,-,-,-,-,7.9,3.8,-,0.09,5,0.02,0.005,0.005,0.005,0.02,-,0.278,0.002,0.086,-,-,-,0.0005,-,-,-,0.0001,-,-,-,0.005,0.13,0.007,-,0.010,0.000,0.001,-,0.0001,-,0.020,-,-,-,-,-,-,-,-,-,-,-,-,-,5,20,5,0.001,0.01,-,-,-,-,2100,4840,-
8,3,2010-05-01,144,100,5,4.6,-,29.4,-,0,-,-,-,-,-,7.85,7.1,-,0.06,6,0.02,0.005,0.005,0.005,0.02,-,0.084,0.002,0.08,-,-,-,0.0011,-,-,-,0.0001,-,-,-,0.005,0.12,0.001,-,0.009,0.00002,0.001,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,5,20,5,0.001,0.01,-,-,-,-,2240,4840,-
8,3,2010-06-01,155,108,1,5.7,-,27.7,-,0,-,-,-,-,-,8.02,2.7,-,0.09,5,0.02,0.005,0.005,0.005,0.02,-,0.09,0.001,0.078,-,-,-,0.0005,-,-,-,0.0001,-,-,-,0.005,0.10,0.001,-,0.005,0.00002,0.001,-,0.0001,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,5,10,5,0.001,0.01,-,-,-,-,3100,4840,-
